Java HotSpot(TM) 64-Bit Server VM (25.271-b09) for windows-amd64 JRE (1.8.0_271-b09), built on Sep 16 2020 19:14:59 by "" with MS VC++ 15.9 (VS2017)
Memory: 4k page, physical 50032504k(20855044k free), swap 63539488k(10215500k free)
CommandLine flags: -XX:-BytecodeVerificationLocal -XX:-BytecodeVerificationRemote -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=./heapdump.hprof -XX:InitialHeapSize=1073741824 -XX:+ManagementServer -XX:MaxHeapSize=1073741824 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:TieredStopAtLevel=1 -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseParallelGC 
2025-08-31T23:06:38.947+0800: 153.330: [GC (Allocation Failure) [PSYoungGen: 193824K->224K(283136K)] 639977K->446377K(982528K), 0.0045460 secs] [Times: user=0.08 sys=0.02, real=0.00 secs] 
2025-08-31T23:06:40.268+0800: 154.651: [GC (Allocation Failure) [PSYoungGen: 212704K->128K(278528K)] 658857K->446281K(977920K), 0.0017059 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-08-31T23:06:41.632+0800: 156.015: [GC (Allocation Failure) [PSYoungGen: 212608K->224K(291840K)] 658761K->446377K(991232K), 0.0024260 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-08-31T23:06:43.313+0800: 157.696: [GC (Allocation Failure) [PSYoungGen: 230624K->128K(287744K)] 676777K->446281K(987136K), 0.0024980 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-08-31T23:06:44.639+0800: 159.023: [GC (Allocation Failure) [PSYoungGen: 230528K->320K(299520K)] 676681K->446473K(998912K), 0.0022247 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-08-31T23:06:46.201+0800: 160.585: [GC (Allocation Failure) [PSYoungGen: 246080K->224K(295424K)] 692233K->446377K(994816K), 0.0020861 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-08-31T23:06:47.996+0800: 162.379: [GC (Allocation Failure) [PSYoungGen: 245984K->320K(306176K)] 692137K->446497K(1005568K), 0.0031594 secs] [Times: user=0.06 sys=0.08, real=0.00 secs] 
2025-08-31T23:06:49.598+0800: 163.981: [GC (Allocation Failure) [PSYoungGen: 259904K->256K(302592K)] 706081K->446441K(1001984K), 0.0017585 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-08-31T23:06:51.245+0800: 165.628: [GC (Allocation Failure) [PSYoungGen: 259840K->224K(312320K)] 706025K->446409K(1011712K), 0.0036210 secs] [Times: user=0.09 sys=0.00, real=0.00 secs] 
2025-08-31T23:06:53.174+0800: 167.557: [GC (Allocation Failure) [PSYoungGen: 272608K->256K(309248K)] 718793K->446441K(1008640K), 0.0019313 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
